run_label,target_id,condition,condition_name,attempt,status,test_path,same_test,test_sha256,oracle_status,applicability,hypothesis,trigger,potential_failure,expected_behavior,target_evidence,historical_evidence,buggy_exit,fixed_exit,buggy_state,fixed_state,buggy_failure_type,fixed_failure_type,buggy_exception,fixed_exception,classification,verified_f2p,hypothesis_matches_true_failure_mechanism,failure_category,repair_attempts,llm_calls,prompt_tokens,completion_tokens,wall_clock_seconds,buggy_log,fixed_log
exploratory,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,1,TEST,generated_tests/experiment2_run1/PySnooper_1/C_attempt_1.py,True,4e167385da0e1b78b894ded094229c2d22465174ff2c6637b57f3225f7c1ea88,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'SUPPORTED', 'reason': 'The target has a public file-output path in pysnooper/tracer.py FileWriter.write that uses implicit text I/O encoding, matching the historical locale-dependent encoding mechanism. The target-side oracle is meaningful: a non-ASCII trace value must be preserved in the requested output file. The trigger is feasible by forcing a non-UTF-8 default encoding and using a non-ASCII local variable.'}; {'history_id': 'PySnooper:3', 'decision': 'WEAK', 'reason': 'The historical unit confirms that path-output file writing is a tested public behavior, but its failure mechanism is a path-variable mismatch, not encoding. It supports probing file output but does not establish the target encoding invariant; the stronger target-specific oracle comes from the implicit open() encoding in FileWriter.write.'}","When PySnooper's file-output path is used with a non-ASCII trace string, FileWriter.write opens the output file without an explicit encoding, so on a non-UTF-8 locale the write can fail or corrupt the trace instead of preserving the Unicode text.","Create a temporary output path, decorate a function that assigns a non-ASCII string local variable with @pysnooper.snoop(path), run the function under a non-UTF-8 default text encoding, then read the file back as UTF-8 and assert the non-ASCII value appears.","FileWriter.write uses open(self.path, 'w' if self.overwrite else 'a') without encoding='utf-8'; under LC_ALL=C/PYTHONUTF8=0 the default encoding is ASCII, so writing the trace containing a non-ASCII repr raises UnicodeEncodeError or writes replacement/escaped text, and the expected non-ASCII value is absent from the file.","Tracing to a requested filesystem path must write the trace text to that path and preserve non-ASCII variable representations, independent of the process locale.","pysnooper/tracer.py FileWriter.write opens the path with open(self.path, 'w' if self.overwrite else 'a') and no encoding argument; get_write_function routes string/PathLike output to FileWriter; README documents @pysnooper.snoop('/my/log/file.log') and tests/test_pysnooper.py test_file_output exercises path output.","cookiecutter:1 shows locale-dependent implicit text I/O encoding for non-ASCII data; PySnooper:3 shows path-output file writing is a public, tested behavior but does not establish the encoding mechanism.",1,0,FAIL,PASS,TARGET_EXCEPTION,,UnicodeEncodeError,,EXCEPTION_F2P,True,yes,VALID_EXCEPTION_F2P,0,1,16130,1100,5.123,artifacts/execution_logs/experiment2_re_evaluated/exploratory/C_attempt_1_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/exploratory/C_attempt_1_fixed.log
exploratory,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,2,TEST,generated_tests/experiment2_run1/PySnooper_1/C_attempt_2.py,True,773c5bf71a44945df1ada44ddf9a0dbf6c66805088b4b6c253f95dbf72e2cb7a,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'WEAK', 'reason': ""The historical unit concerns locale-dependent implicit text decoding when reading a JSON context file, not writing trace output to stderr. The shared theme is non-ASCII data under a non-UTF-8 default encoding, which is relevant to PySnooper's default stderr write path, but the context, preconditions, and failure mechanism differ. Target-side evidence supports probing encoding behavior, but the historical unit alone does not establish the target bug.""}; {'history_id': 'PySnooper:3', 'decision': 'WEAK', 'reason': ""The historical unit is in the same project and concerns file-output path handling, which is adjacent to PySnooper's output-writing code. However, its failure mechanism is a path variable mismatch, not an encoding failure, and the target context already contains ordinary tests for file output. It suggests output handling is fragile but does not directly support the non-ASCII stderr hypothesis.""}","When a decorated function is called with a non-ASCII string argument, PySnooper's default stderr output path can raise UnicodeEncodeError because the default write function writes directly to sys.stderr without encoding fallback, causing the decorated function call to fail instead of returning its normal result.","Decorate a function that accepts a non-ASCII string argument with @pysnooper.snoop() using default output, then call it with a non-ASCII string such as 'caf\u00e9' under a non-UTF-8 stderr encoding.","The decorated function raises UnicodeEncodeError while PySnooper is writing the variable representation to stderr, so the function does not return its expected result.","The decorated function should return its normal result even when its arguments contain non-ASCII characters, and PySnooper should not crash while writing trace output.",pysnooper/tracer.py get_write_function defines the default output=None branch as writing directly to sys.stderr and only catches UnicodeEncodeError in the Python 2 fallback path; pysnooper/utils.py provides shitcode for non-ASCII fallback; README documents default stderr output and non-ASCII variable values are part of ordinary tracing.,"cookiecutter:1 shows locale-dependent implicit text encoding can corrupt or fail on non-ASCII data; PySnooper:3 shows file-output path handling is a known fragile area, but neither directly establishes the target stderr encoding behavior.",1,1,FAIL,FAIL,TARGET_EXCEPTION,TARGET_EXCEPTION,UnicodeEncodeError,UnicodeEncodeError,F2F,False,yes,CORRECT_MECHANISM_WRONG_TRIGGER,0,1,16130,784,3.819,artifacts/execution_logs/experiment2_re_evaluated/exploratory/C_attempt_2_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/exploratory/C_attempt_2_fixed.log
exploratory,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,3,TEST,generated_tests/experiment2_run1/PySnooper_1/C_attempt_3.py,True,a16ed72d7f00af7fd71665d9e67ba5358e097ac83f63bf9b51407fb5696898cf,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'NOT_APPLICABLE', 'reason': ""The historical bug concerns locale-dependent implicit text encoding when reading a JSON context file. PySnooper's target context does not involve reading JSON context files or locale-dependent decoding of user data. The failure mechanism (implicit open encoding) is not present in the target's relevant code paths.""}; {'history_id': 'PySnooper:3', 'decision': 'WEAK', 'reason': ""The historical bug is about file output path handling in PySnooper, which is related to the target's file-output feature. However, the target context already includes ordinary tests for file output (test_file_output, test_no_overwrite_by_default, test_overwrite) that appear to cover the path variable behavior. The historical evidence does not establish a specific target-side bug beyond what ordinary tests already exercise, and the transfer confidence is low (0.45).""}","When a decorated function raises an exception, PySnooper's tracer writes an 'exception' event line but does not write a 'Call ended by exception' line, even though the source code contains a branch intended to report that condition.","Decorate a function that raises ValueError with @pysnooper.snoop(string_io), call it inside pytest.raises(ValueError), and inspect the captured output.","The output will contain the exception line but will not contain 'Call ended by exception', indicating that the ended_by_exception detection logic is not reached or not functioning as intended.","The trace output for a function that raises an exception should include a line indicating that the call ended by exception, as suggested by the explicit branch in Tracer.trace that writes 'Call ended by exception'.",pysnooper/tracer.py contains an explicit branch: if ended_by_exception: self.write('{indent}Call ended by exception'.format(**locals())). The comment above it explains that a 'return' event with arg=None is used to detect exceptions. This is target-side source evidence of intended behavior.,,0,0,PASS,PASS,,,,,P2P,False,no,APPLICABILITY_STRICT,0,1,16130,664,3.376,artifacts/execution_logs/experiment2_re_evaluated/exploratory/C_attempt_3_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/exploratory/C_attempt_3_fixed.log
exploratory,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,4,TEST,generated_tests/experiment2_run1/PySnooper_1/C_attempt_4.py,True,79d951de04838f071608e2aed190cb0467f286c6c3c5196c328837b808471d01,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'SUPPORTED', 'reason': ""Same failure mechanism class: implicit/locale-dependent text decoding of a UTF-8 file. Target's get_source_from_frame explicitly falls back to encoding='ascii' when no PEP-263 coding comment is present, which is exactly the locale-independent-decoding invariant violated. Target-side oracle is strong: ordinary tests assert exact source-line text in trace output, so a non-ASCII source line must appear verbatim.""}; {'history_id': 'PySnooper:3', 'decision': 'WEAK', 'reason': 'Same repository and same file-output/tracing area, but the historical mechanism is a path-variable mismatch in the file writer, not an encoding bug. It suggests probing file output but does not establish the encoding invariant; transfer_to_target is low (0.45). Not used as the primary oracle.'}","PySnooper's get_source_from_frame decodes source files using the platform default encoding when no PEP-263 coding declaration is present, so a UTF-8 source file containing non-ASCII characters will be mis-decoded (mojibake) under a non-UTF-8 locale such as LC_ALL=C, causing the traced source line to differ from the actual source text.","Create a temporary module file encoded as UTF-8 whose function body contains a non-ASCII string literal (e.g. 'héllo') with no coding declaration, import it, and run a @pysnooper.snoop() decorated function under LC_ALL=C so the default locale encoding is ASCII.","get_source_from_frame opens the file in binary mode and decodes bytes with encoding='ascii' (the fallback when no coding comment is found), so the non-ASCII bytes are replaced with U+FFFD; the emitted trace line shows 'h\ufffdllo' instead of 'héllo', and the source line no longer matches the real source.","The trace output for the line containing the non-ASCII literal must contain the exact Unicode text 'héllo' as written in the UTF-8 source file, independent of the process locale.","pysnooper/tracer.py get_source_from_frame: when source is read as bytes it sets encoding='ascii' and only overrides it if a PEP-263 coding comment is found in the first two lines; otherwise it decodes with pycompat.text_type(sline, encoding, 'replace'). The README documents that snoop output shows the actual source line, and ordinary tests (e.g. test_string_io, test_file_output) assert exact source-line text in the trace, establishing that source lines must faithfully reflect the file.",cookiecutter:1 shows the same class of locale-dependent implicit text decoding bug (implicit open using platform default encoding) fixed by making the encoding explicit UTF-8; PySnooper:3 is a weaker file-output path bug that only partially transfers.,0,0,PASS,PASS,,,,,P2P,False,yes,SEMANTIC_NON_TRIGGER,0,1,16130,1275,5.553,artifacts/execution_logs/experiment2_re_evaluated/exploratory/C_attempt_4_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/exploratory/C_attempt_4_fixed.log
exploratory,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,5,TEST,generated_tests/experiment2_run1/PySnooper_1/C_attempt_5.py,True,6da2118b0d0578b91414bdd1ca8486c3b8f82fac453e0552b1a8df20db23f90c,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'WEAK', 'reason': ""The mechanism (locale-dependent implicit text encoding) transfers to PySnooper's FileWriter.write, which also calls open() without an explicit encoding. However, the historical context is JSON context loading, not trace file writing, so the target-side oracle must be established from PySnooper source and ordinary tests rather than from the historical unit itself.""}; {'history_id': 'PySnooper:3', 'decision': 'SUPPORTED', 'reason': 'Same target, same public file-output path branch. The historical failure mechanism (wrong path variable) differs from the encoding mechanism, but the unit establishes that the path-output branch is a real bug surface and that the ordinary tests assert trace content at the requested path, giving a target-side oracle for file-output behavior.'}","PySnooper's file-output path handling writes trace output to the requested path and preserves the decorated function's return value, but the FileWriter.write method opens the path with the platform-default text encoding, so on a non-UTF-8 locale (LC_ALL=C, PYTHONUTF8=0) writing a trace containing a non-ASCII variable repr raises UnicodeEncodeError instead of producing the trace.","Decorate a function with @pysnooper.snoop(path) where path is a temporary file, the function has a local variable whose repr contains a non-ASCII character (e.g. 'é'), and run under LC_ALL=C with PYTHONUTF8=0 so the default text encoding is ASCII.","FileWriter.write opens the output file with open(self.path, 'w'/'a') without an explicit encoding, so the default locale encoding (ASCII under LC_ALL=C) is used; writing the non-ASCII trace line raises UnicodeEncodeError, and the trace is not written to the requested path.","After running the decorated function, the requested output path exists and contains the trace, including the non-ASCII variable value, and the decorated function returns its correct result.","pysnooper/tracer.py FileWriter.write uses open(self.path, 'w' if self.overwrite else 'a') with no encoding argument; get_write_function routes path outputs to FileWriter; tests/test_pysnooper.py test_file_output and test_no_overwrite_by_default assert trace content at the requested path; README documents @pysnooper.snoop('/my/log/file.log').","PySnooper:3 historical unit shows the file-output path branch is a real bug surface (path/output variable mismatch), and cookiecutter:1 shows locale-dependent implicit text encoding is a real failure mechanism; combined they suggest probing path-output encoding behavior.",1,0,FAIL,PASS,TARGET_EXCEPTION,,UnicodeEncodeError,,EXCEPTION_F2P,True,yes,VALID_EXCEPTION_F2P,0,1,16130,823,4.135,artifacts/execution_logs/experiment2_re_evaluated/exploratory/C_attempt_5_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/exploratory/C_attempt_5_fixed.log
final,PySnooper:1,A,TARGET_ONLY,1,TEST,generated_tests/experiment2/PySnooper_1/A_attempt_1.py,True,fe20603d9342b04df26c388c307fbb62f395958d326d682078179aa08d51fe88,SUPPORTED_ORACLE,,"When a function decorated with @pysnooper.snoop() is called from a thread other than the one that created the Tracer, the trace function raises AttributeError because thread_global.depth is not initialized in the new thread.","Create a Tracer instance in the main thread, then call the decorated function from a new thread.","The trace function accesses thread_global.depth without initialization in the new thread, causing an AttributeError that propagates and prevents the decorated function from executing correctly.",The decorated function should execute successfully in the new thread and return the expected result without raising an exception.,"In pysnooper/tracer.py, the trace method uses thread_global.depth without initializing it for new threads. The line 'thread_global.__dict__.setdefault('depth', -1)' only sets the default if the attribute is missing, but then immediately increments it with 'thread_global.depth += 1'. In a new thread, thread_global is a fresh threading.local() instance, so depth is not set, leading to AttributeError when accessed.",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,498,2.595,artifacts/execution_logs/experiment2_re_evaluated/final/A_attempt_1_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/A_attempt_1_fixed.log
final,PySnooper:1,A,TARGET_ONLY,2,TEST,generated_tests/experiment2/PySnooper_1/A_attempt_2.py,True,dc3668a632acc1ace9316b7d753b2ce20dbbe3c0fc6ec2deccc1e8f001f43dd7,SUPPORTED_ORACLE,,"When a generator function decorated with @pysnooper.snoop() is closed early via GeneratorExit (e.g., generator.close() or breaking out of a for loop), the tracer's generator_wrapper does not restore the previous sys.gettrace() value, leaving PySnooper's trace function installed globally after the generator is closed.","Decorate a generator function with @pysnooper.snoop(io.StringIO()), create the generator, advance it once with next(), then call generator.close() and assert sys.gettrace() is the original trace function (None).","sys.gettrace() remains pysnooper's Tracer.trace bound method after generator.close(), because the GeneratorExit raised inside the generator propagates out of the 'with self:' block in generator_wrapper without the wrapper catching it, and __exit__ may not run or the trace function is not restored.","After closing a snooped generator, sys.gettrace() should equal the trace function that was active before the generator was created (None in a normal pytest run), matching the invariant asserted in the existing test_generator test that the original tracer is active after generator operations.","tests/test_pysnooper.py::test_generator defines original_tracer = sys.gettrace() and asserts original_tracer_active() after next(), send(), and the final StopIteration; pysnooper/tracer.py generator_wrapper uses 'with self:' around method(incoming) and Tracer.__exit__ restores sys.settrace(stack.pop()), but GeneratorExit from close() is not handled like StopIteration.",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,617,3.028,artifacts/execution_logs/experiment2_re_evaluated/final/A_attempt_2_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/A_attempt_2_fixed.log
final,PySnooper:1,A,TARGET_ONLY,3,TEST,generated_tests/experiment2/PySnooper_1/A_attempt_3.py,True,92b68192b2933b5b6375173f831aca5cdafa4d9f3dbeba0d7193d52bf6d577a5,SUPPORTED_ORACLE,,"When a Tracer is used as a context manager inside a generator function, the generator wrapper's `with self:` block exits and restores the trace function before the generator yields, so the generator's own frame is not traced during the yield/resume boundary; the output should still contain the generator function's call/line/return entries.","Decorate a generator function with `@pysnooper.snoop(string_io)` and iterate it to completion, then inspect the captured output for the generator function's `call`, `line`, and `return` entries.","The generator wrapper may fail to trace the generator function's own frame, producing missing or malformed call/line/return entries for the generator body.","The captured output for a decorated generator function should include the generator function's call entry, line entries for its body, and a return entry, analogous to the ordinary `test_generator` test.","`pysnooper/tracer.py` defines `generator_wrapper` which wraps each `gen.send`/`gen.throw` call in `with self:`; `Tracer.__enter__` sets `calling_frame.f_trace = self.trace` and `sys.settrace(self.trace)`, while `__exit__` restores the previous trace function. The ordinary test `tests/test_pysnooper.py::test_generator` asserts that generator functions decorated with `@pysnooper.snoop(string_io)` produce call/line/return output.",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,590,3.081,artifacts/execution_logs/experiment2_re_evaluated/final/A_attempt_3_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/A_attempt_3_fixed.log
final,PySnooper:1,A,TARGET_ONLY,4,TEST,generated_tests/experiment2/PySnooper_1/A_attempt_4.py,True,900b93590f0a3ab66bdc6fd4ece1df4ce679a72ebab86ff45b06d490377e9085,SUPPORTED_ORACLE,,"When a generator function decorated with @pysnooper.snoop() is closed early (via .close() or garbage collection) before exhaustion, the generator_wrapper's `with self:` block is exited by GeneratorExit and the wrapper's `while True` loop does not catch it, so the tracer's `__exit__` runs and restores the previous trace function; however, the `thread_global.depth` counter is not decremented for the generator frame because no 'return' event is delivered for the abandoned frame, leaving the global depth counter permanently inflated and corrupting indentation of all subsequent snooped output.","Decorate a generator with @pysnooper.snoop(string_io), advance it one step with next(), then call generator.close() to abandon it, then run a second snooped function and inspect the indentation of its output lines.","After closing an unfinished snooped generator, subsequent snooped calls emit lines with extra leading indentation (depth counter stuck at a positive value) instead of the expected zero-indent output.","After a snooped generator is closed early, a subsequent snooped function's output lines should start at column 0 (no leading spaces), matching the normal output format shown in the README and ordinary tests such as test_string_io.","pysnooper/tracer.py: `thread_global.depth` is incremented on 'call' events and decremented only on 'return' events; `generator_wrapper` wraps each `method(incoming)` call in `with self:` and does not handle GeneratorExit, so an abandoned generator frame never produces a 'return' event to decrement depth. README and tests/test_pysnooper.py (test_string_io, test_generator) document that normal snooped output lines begin at column 0 with no indentation.",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,723,3.546,artifacts/execution_logs/experiment2_re_evaluated/final/A_attempt_4_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/A_attempt_4_fixed.log
final,PySnooper:1,A,TARGET_ONLY,5,TEST,generated_tests/experiment2/PySnooper_1/A_attempt_5.py,True,ae6385ad0c2b2213584d1a70cd06fd415da3683c192164528ee4d7794e4bbb97,SUPPORTED_ORACLE,,"When a generator function decorated with @pysnooper.snoop() is garbage-collected before being fully exhausted, the generator_wrapper's `with self:` block is never exited, so the original sys trace function is not restored and the Tracer's target_frames/frame_to_local_reprs state is left inconsistent.","Decorate a generator function with pysnooper.snoop(), create the generator, advance it once with next(), then delete the generator and force garbage collection. Check sys.gettrace() afterwards.","sys.gettrace() remains set to the Tracer.trace bound method instead of the original trace function (None), because generator_wrapper only exits its `with self` context when the generator is resumed or closed, not when it is garbage-collected.","After a snooped generator is garbage-collected without being exhausted, sys.gettrace() should be restored to the original trace function (None in a normal pytest run), matching the invariant asserted in test_generator for normal generator completion.","pysnooper/tracer.py generator_wrapper uses `with self:` around each `method(incoming)` call; Tracer.__enter__ calls sys.settrace(self.trace) and __exit__ restores the previous trace. tests/test_pysnooper.py::test_generator asserts `original_tracer_active()` after each generator interaction, establishing that the trace function must be restored when the generator is not actively executing.",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,579,3.1,artifacts/execution_logs/experiment2_re_evaluated/final/A_attempt_5_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/A_attempt_5_fixed.log
final,PySnooper:1,B,NAIVE_RAW_HISTORY,1,TEST,generated_tests/experiment2/PySnooper_1/B_attempt_1.py,True,fb185930b683634daaf82662041b91b61e15c9f56af44071a1348ef93eada404,SUPPORTED_ORACLE,,"When a Tracer is used as a context manager (with pysnooper.snoop(...):) and the wrapped block raises an exception, the Tracer's __exit__ does not restore the previous sys.gettrace() value, leaving the tracer's trace function installed globally after the with block exits.","Create a Tracer with a StringIO output, enter it via 'with', raise a ValueError inside the block, catch it outside, then check sys.gettrace() is the original trace function (None).","sys.gettrace() remains the Tracer.trace bound method instead of the original trace function, so tracing leaks beyond the with block.","After a 'with pysnooper.snoop(...):' block exits (even via an exception), sys.gettrace() must equal the trace function that was active before entering the block (normally None).","pysnooper/tracer.py __enter__ appends sys.gettrace() to self.thread_local.original_trace_functions and calls sys.settrace(self.trace); __exit__ pops and calls sys.settrace(stack.pop()). The ordinary test test_generator explicitly asserts original_tracer_active() after generator operations, showing the intended invariant that the original trace function is restored. The __exit__ implementation relies on self.thread_local.original_trace_functions being present, which is only guaranteed if __enter__ completed normally.","PySnooper:3 fix diff shows a similar state-management bug in get_write_function where a closure variable (output_path) was used instead of the parameter (output), causing incorrect behavior; this supports probing Tracer state handling for similar defects.",0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,552,2.972,artifacts/execution_logs/experiment2_re_evaluated/final/B_attempt_1_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/B_attempt_1_fixed.log
final,PySnooper:1,B,NAIVE_RAW_HISTORY,2,TEST,generated_tests/experiment2/PySnooper_1/B_attempt_2.py,True,3e74af8a34501a6db0f246e106aca6e2baa575a91953d944beabf3fbf3432cab,SUPPORTED_ORACLE,,"The `overwrite=True` option of `pysnooper.snoop` does not truncate the output file on the first write; instead, because `FileWriter.write` opens the file with mode 'a' (append) and only sets `self.overwrite = False` after writing, the first write appends to the existing file content rather than overwriting it, so pre-existing content remains in the log file.","Create a temporary file containing the text 'lala', decorate a function with `@pysnooper.snoop(str(path), overwrite=True)`, call the function, then read the file and assert that the pre-existing 'lala' content is gone.","The file still starts with 'lala' (or contains it), meaning `overwrite=True` failed to truncate the file on the first write.","When `overwrite=True` is passed to `pysnooper.snoop` with a file path, the first write should open the file in 'w' mode, truncating any existing content, so the resulting log file must not contain the pre-existing text.","In `pysnooper/tracer.py`, `FileWriter.write` is defined as `with open(self.path, 'w' if self.overwrite else 'a') as output_file: output_file.write(s); self.overwrite = False`. The intent is clearly that the first write uses 'w' (truncate) and subsequent writes use 'a' (append). The ordinary test `test_overwrite` in `tests/test_pysnooper.py` asserts `'lala' not in output` after calling the decorated function twice with `overwrite=True`, confirming the intended behavior.","The PySnooper:3 historical bug report and fix diff show a related file-output bug where `open(output_path, 'a')` used an undefined variable instead of `open(output, 'a')`, and the regression test `test_file_output` was added. This historical evidence points to the file-output path being fragile and worth probing, but the specific overwrite/truncation invariant is established by the target source and the ordinary `test_overwrite` test.",0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,764,3.561,artifacts/execution_logs/experiment2_re_evaluated/final/B_attempt_2_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/B_attempt_2_fixed.log
final,PySnooper:1,B,NAIVE_RAW_HISTORY,3,MODEL_ERROR,,,,,,,,,,,,,,,,,,,,MODEL_ERROR,,no,TEST_NOT_EXECUTABLE,0,1,0,0,9.709,,
final,PySnooper:1,B,NAIVE_RAW_HISTORY,4,TEST,generated_tests/experiment2/PySnooper_1/B_attempt_4.py,True,e9e077f10e7aa9281691ea8105cb5b7c30ae6b6b6645e7284b9f917ed527dee7,SUPPORTED_ORACLE,,"When a Tracer is used as a context manager (with pysnooper.snoop(...):) and the wrapped block raises an exception, the tracer's __exit__ does not restore the previous sys.settrace value, leaving the global trace function set to the Tracer.trace method after the with block exits.","Create a Tracer via pysnooper.snoop(), enter it with a with statement, raise an exception inside the block, catch it outside, then check sys.gettrace() is None (or the original trace function).","sys.gettrace() remains the Tracer.trace bound method instead of being restored to the original trace function (None), because __exit__ fails to pop the saved trace function when an exception propagates.","After a with pysnooper.snoop(): block exits (even via an exception), sys.gettrace() should be restored to its previous value (None in a normal test environment).","pysnooper/tracer.py Tracer.__enter__ pushes sys.gettrace() onto self.thread_local.original_trace_functions and calls sys.settrace(self.trace). Tracer.__exit__ is supposed to pop and restore via sys.settrace(stack.pop()). The ordinary test test_generator asserts original_tracer_active() after generator use, showing the intended invariant that the original trace function is restored.","PySnooper:3 fix diff shows a similar bug where a variable (output_path) was referenced but not defined in the write function, causing a NameError when writing to a file. This suggests the codebase has had issues with state/variable handling in the tracer's write path.",0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,552,3.451,artifacts/execution_logs/experiment2_re_evaluated/final/B_attempt_4_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/B_attempt_4_fixed.log
final,PySnooper:1,B,NAIVE_RAW_HISTORY,5,TEST,generated_tests/experiment2/PySnooper_1/B_attempt_5.py,True,bf34580d92c1d50186eb4996e48aa4f89b4cd181f979cb0191478f602b349e8d,SUPPORTED_ORACLE,,"When a Tracer is used as a context manager (with pysnooper.snoop(...):) and the wrapped block raises an exception, the Tracer's __exit__ does not restore the previous sys.settrace value, leaving the tracer's trace function installed globally after the with block exits.","Use `with pysnooper.snoop(string_io):` around a block that raises ValueError, catch the exception, then check `sys.gettrace()`.","After the with block exits due to an exception, sys.gettrace() still returns the Tracer.trace bound method instead of the original trace function (None), because __exit__ fails to pop the saved trace function when an exception propagates.","After a `with pysnooper.snoop(...):` block exits (whether normally or via an exception), `sys.gettrace()` must be restored to the value it had before entering the block.","pysnooper/tracer.py __enter__ pushes sys.gettrace() onto self.thread_local.original_trace_functions and calls sys.settrace(self.trace); __exit__ is documented/expected to restore it via sys.settrace(stack.pop()). The ordinary test test_generator explicitly asserts `original_tracer_active()` after generator operations, showing the intended invariant that the original trace function is restored.",PySnooper:3 fix diff shows a similar state-restoration bug in get_write_function where a wrong variable name (output_path vs output) broke file output; the regression test test_file_output verifies the intended behavior. This suggests state/cleanup correctness is a plausible bug area in this codebase.,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,551,2.819,artifacts/execution_logs/experiment2_re_evaluated/final/B_attempt_5_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/B_attempt_5_fixed.log
final,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,1,MODEL_ERROR,,,,,,,,,,,,,,,,,,,,MODEL_ERROR,,no,TEST_NOT_EXECUTABLE,0,1,0,0,8.084,,
final,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,2,MODEL_ERROR,,,,,,,,,,,,,,,,,,,,MODEL_ERROR,,no,TEST_NOT_EXECUTABLE,0,1,0,0,5.006,,
final,PySnooper:1,C,STRUCTURED_APPLICABILITY_AWARE,3,TEST,generated_tests/experiment2/PySnooper_1/C_attempt_3.py,True,0e0c0b7a134c4fc2790a591e901d27827d1ddc9752573a3c5f08673814d16027,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'NOT_APPLICABLE', 'reason': ""The historical bug concerns locale-dependent encoding when reading JSON context files, which is unrelated to PySnooper's tracing behavior. The target context does not involve file reading with encoding issues.""}; {'history_id': 'PySnooper:3', 'decision': 'WEAK', 'reason': 'The historical bug involves a path variable mismatch in file output, which is not directly related to internal frame tracing. However, it suggests that variable handling in the Tracer can be buggy. The target context provides a meaningful oracle for internal frame tracing via the `_is_internal_frame` method and existing tests, but the connection to the historical bug is weak.'}","When a Tracer is used as a context manager with depth > 1, the trace function incorrectly traces internal frames of the Tracer itself (e.g., __enter__/__exit__), causing spurious trace output and incorrect depth accounting.","Use `with pysnooper.snoop(string_io, depth=2):` around a simple statement, then inspect the captured output for unexpected internal frames or incorrect indentation.","The trace output may include lines from pysnooper/tracer.py or have incorrect indentation due to internal frames being traced, violating the intended behavior that only user code and its callees are traced.","The trace output should contain only entries for the user's code block and its callees, with correct indentation; no lines from pysnooper's internal files should appear.","The `_is_internal_frame` method in tracer.py is designed to skip frames from the same file as `Tracer.__enter__`. The `trace` method uses this check when depth > 1. The test `test_with_block_depth` in tests/test_pysnooper.py shows expected output for a with-block with depth=3, which does not include internal frames.","PySnooper:3 historical bug involved a path variable mismatch in file output, which is not directly related to internal frame tracing. However, it highlights the importance of correct variable handling in the Tracer. No direct historical evidence for this specific bug.",0,0,PASS,PASS,,,,,P2P,False,no,APPLICABILITY_STRICT,0,1,16177,775,4.154,artifacts/execution_logs/experiment2_re_evaluated/final/C_attempt_3_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/final/C_attempt_3_fixed.log
