iteration,mode,arm,stage,hypothesis_id,trigger_id,trigger_type,test_id,status,test_status,test_path,test_sha256,same_test,hypothesis_sha256,mechanism_match,oracle_status,buggy_exit,fixed_exit,buggy_state,fixed_state,buggy_failure_type,fixed_failure_type,buggy_exception,fixed_exception,classification,verified_f2p,failure_category,activation,planner_attempt_index,planner_attempt_status,repair_attempts,llm_calls,prompt_tokens,completion_tokens,wall_clock_seconds,buggy_log,fixed_log,error
2,conditional,C2,TEST,conditional-h02-c19fcca1ca,plan-2,PLAN,,MODEL_ERROR,MODEL_OUTPUT_FAILURE,,,,c19fcca1ca6f1ac998539ccd9c008059015bdca92b9276801c639484bdcfe692,yes,UNSUPPORTED_ORACLE,,,,,,,,,MODEL_ERROR,,MODEL_OUTPUT_FAILURE,,,,0,1,0,0,2.308,,,test output is empty or contains forbidden construction
2,conditional,C2,TEST,conditional-h02-c19fcca1ca,plan-3,PLAN,,MODEL_ERROR,MODEL_OUTPUT_FAILURE,,,,c19fcca1ca6f1ac998539ccd9c008059015bdca92b9276801c639484bdcfe692,yes,UNSUPPORTED_ORACLE,,,,,,,,,MODEL_ERROR,,MODEL_OUTPUT_FAILURE,,,,0,1,0,0,3.138,,,test output is empty or contains forbidden construction
2,conditional,C2,PLANNER,conditional-h02-c19fcca1ca,planner,PLAN,,VALID,NOT_EXECUTED,,,,c19fcca1ca6f1ac998539ccd9c008059015bdca92b9276801c639484bdcfe692,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_VALID,,VALID_PLAN,,0,VALID,0,1,16499,1911,7.174,,,
2,conditional,C2,TEST,conditional-h03-768b90f0a5,plan-1,PLAN,,MODEL_ERROR,MODEL_OUTPUT_FAILURE,,,,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,UNSUPPORTED_ORACLE,,,,,,,,,MODEL_ERROR,,MODEL_OUTPUT_FAILURE,,,,0,1,0,0,3.565,,,Extra data: line 3 column 1 (char 1235)
2,conditional,C2,TEST,conditional-h03-768b90f0a5,plan-2,PLAN,conditional-h03-768b90f0a5-plan-2,TEST,EXECUTABLE,generated_tests/experiment4/iteration2/C2/conditional-h03-768b90f0a5-plan-2.py,e333c7a18ba3a1587301a5c766f4e9d2abd514f921044fce793dc478c6acddfb,True,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,SUPPORTED_ORACLE,0,0,PASS,PASS,,,,,P2P,False,TRIGGER_TOO_WEAK,NOT_ACTIVATED,,,0,1,16199,564,2.452,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h03-768b90f0a5_plan-2_buggy.log,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h03-768b90f0a5_plan-2_fixed.log,
2,conditional,C2,TEST,conditional-h03-768b90f0a5,plan-3,PLAN,,MODEL_ERROR,MODEL_OUTPUT_FAILURE,,,,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,UNSUPPORTED_ORACLE,,,,,,,,,MODEL_ERROR,,MODEL_OUTPUT_FAILURE,,,,0,1,0,0,2.692,,,test output is empty or contains forbidden construction
2,conditional,C2,PLANNER,conditional-h03-768b90f0a5,planner,PLAN,,INVALID,NOT_EXECUTED,,,,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_INVALID,,MALFORMED_SCHEMA,,0,INVALID,0,1,16615,2200,7.775,,,malformed JSON: Unterminated string starting at at line 156 column 22
2,conditional,C2,PLANNER,conditional-h03-768b90f0a5,planner,PLAN,,VALID,NOT_EXECUTED,,,,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_VALID,,VALID_PLAN,,1,VALID,1,1,16672,1890,7.042,,,
2,conditional,C2,TEST,conditional-h04-a9ae48b9d8,plan-1,PLAN,conditional-h04-a9ae48b9d8-plan-1,TEST,EXECUTABLE,generated_tests/experiment4/iteration2/C2/conditional-h04-a9ae48b9d8-plan-1.py,e17d37b9f73f804180f9a00c4c02a6f91a9c7694d0936508474b0eb799011649,True,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,SUPPORTED_ORACLE,1,1,FAIL,FAIL,ASSERTION_FAILURE,ASSERTION_FAILURE,AssertionError,AssertionError,F2F,False,SEMANTIC_NON_TRIGGER,ACTIVATED,,,0,1,16245,547,2.784,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h04-a9ae48b9d8_plan-1_buggy.log,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h04-a9ae48b9d8_plan-1_fixed.log,
2,conditional,C2,TEST,conditional-h04-a9ae48b9d8,plan-2,PLAN,conditional-h04-a9ae48b9d8-plan-2,TEST,EXECUTABLE,generated_tests/experiment4/iteration2/C2/conditional-h04-a9ae48b9d8-plan-2.py,c0998d3a522adefe1c8a7b99fa5712e2601758a360fa34b0a2d626126223a3ee,True,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,SUPPORTED_ORACLE,0,0,PASS,PASS,,,,,P2P,False,TRIGGER_TOO_WEAK,NOT_ACTIVATED,,,0,1,16268,336,2.1,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h04-a9ae48b9d8_plan-2_buggy.log,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h04-a9ae48b9d8_plan-2_fixed.log,
2,conditional,C2,TEST,conditional-h04-a9ae48b9d8,plan-3,PLAN,,MODEL_ERROR,MODEL_OUTPUT_FAILURE,,,,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,UNSUPPORTED_ORACLE,,,,,,,,,MODEL_ERROR,,MODEL_OUTPUT_FAILURE,,,,0,1,0,0,3.437,,,unsupported test status:
2,conditional,C2,PLANNER,conditional-h04-a9ae48b9d8,planner,PLAN,,VALID,NOT_EXECUTED,,,,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_VALID,,VALID_PLAN,,0,VALID,0,1,16579,2172,7.919,,,
2,conditional,C2,TEST,conditional-h05-080bc02016,plan-1,PLAN,conditional-h05-080bc02016-plan-1,TEST,EXECUTABLE,generated_tests/experiment4/iteration2/C2/conditional-h05-080bc02016-plan-1.py,ea34a656ef3cc550f627b4c4ff57be8031ce7d29f07d1e992b6751912b6f314c,True,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,SUPPORTED_ORACLE,0,0,PASS,PASS,,,,,P2P,False,TRIGGER_TOO_WEAK,NOT_ACTIVATED,,,0,1,16206,627,3.01,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h05-080bc02016_plan-1_buggy.log,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h05-080bc02016_plan-1_fixed.log,
2,conditional,C2,TEST,conditional-h05-080bc02016,plan-2,PLAN,conditional-h05-080bc02016-plan-2,TEST,EXECUTABLE,generated_tests/experiment4/iteration2/C2/conditional-h05-080bc02016-plan-2.py,c1681a0a0a789b65ffd7bf08de788062854ec5ce6967b91943bb08838d6a6143,True,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,SUPPORTED_ORACLE,0,0,PASS,PASS,,,,,P2P,False,TRIGGER_TOO_WEAK,NOT_ACTIVATED,,,0,1,16195,855,3.55,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h05-080bc02016_plan-2_buggy.log,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h05-080bc02016_plan-2_fixed.log,
2,conditional,C2,TEST,conditional-h05-080bc02016,plan-3,PLAN,conditional-h05-080bc02016-plan-3,TEST,EXECUTABLE,generated_tests/experiment4/iteration2/C2/conditional-h05-080bc02016-plan-3.py,61904839b43f1e60ea9496d19c08a905959b2dc047e53892f77d6989856f8619,True,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,SUPPORTED_ORACLE,1,0,MECHANICAL_FAILURE,PASS,MECHANICAL_FAILURE,,AssertionError,,MECHANICAL_FAILURE,False,MECHANICAL_FAILURE,NOT_ACTIVATED,,,0,1,16193,515,2.827,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h05-080bc02016_plan-3_buggy.log,artifacts/execution_logs/experiment4/iteration2/iteration2_C2_conditional-h05-080bc02016_plan-3_fixed.log,
2,conditional,C2,PLANNER,conditional-h05-080bc02016,planner,PLAN,,VALID,NOT_EXECUTED,,,,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_VALID,,VALID_PLAN,,0,VALID,0,1,16557,2065,7.859,,,
