iteration,mode,arm,stage,hypothesis_id,trigger_id,trigger_type,test_id,status,test_status,test_path,test_sha256,same_test,hypothesis_sha256,mechanism_match,oracle_status,buggy_exit,fixed_exit,buggy_state,fixed_state,buggy_failure_type,fixed_failure_type,buggy_exception,fixed_exception,classification,verified_f2p,failure_category,activation,planner_attempt_index,planner_attempt_status,repair_attempts,llm_calls,prompt_tokens,completion_tokens,wall_clock_seconds,buggy_log,fixed_log,error
1,conditional,C2,TEST,conditional-h02-c19fcca1ca,plan-2,PLAN,,MODEL_ERROR,MODEL_OUTPUT_FAILURE,,,,c19fcca1ca6f1ac998539ccd9c008059015bdca92b9276801c639484bdcfe692,yes,UNSUPPORTED_ORACLE,,,,,,,,,MODEL_ERROR,,MODEL_OUTPUT_FAILURE,,,,0,1,0,0,3.698,,,test output is empty or contains forbidden construction
1,conditional,C2,TEST,conditional-h02-c19fcca1ca,plan-3,PLAN,conditional-h02-c19fcca1ca-plan-3,TEST,EXECUTABLE,generated_tests/experiment4/iteration1/C2/conditional-h02-c19fcca1ca-plan-3.py,057b03a681968e22a352bc881a24bf75a0e41cefa71f29a18b37873984cee385,True,c19fcca1ca6f1ac998539ccd9c008059015bdca92b9276801c639484bdcfe692,yes,SUPPORTED_ORACLE,1,1,FAIL,FAIL,ASSERTION_FAILURE,ASSERTION_FAILURE,AssertionError,AssertionError,F2F,False,SEMANTIC_NON_TRIGGER,ACTIVATED,,,0,1,15943,365,2.065,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h02-c19fcca1ca_plan-3_buggy.log,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h02-c19fcca1ca_plan-3_fixed.log,
1,conditional,C2,PLANNER,conditional-h02-c19fcca1ca,planner,PLAN,,VALID,NOT_EXECUTED,,,,c19fcca1ca6f1ac998539ccd9c008059015bdca92b9276801c639484bdcfe692,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_VALID,,VALID_PLAN,,0,VALID,0,1,16484,1927,7.184,,,
1,conditional,C2,TEST,conditional-h03-768b90f0a5,plan-1,PLAN,conditional-h03-768b90f0a5-plan-1,TEST,EXECUTABLE,generated_tests/experiment4/iteration1/C2/conditional-h03-768b90f0a5-plan-1.py,97c3ba3e1df2df7d04016c16f85e5a1c3eeda103b40dbcfeb104fd1a2cc80f26,True,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,SUPPORTED_ORACLE,0,0,PASS,PASS,,,,,P2P,False,TRIGGER_TOO_WEAK,NOT_ACTIVATED,,,0,1,16074,690,3.204,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h03-768b90f0a5_plan-1_buggy.log,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h03-768b90f0a5_plan-1_fixed.log,
1,conditional,C2,TEST,conditional-h03-768b90f0a5,plan-2,PLAN,conditional-h03-768b90f0a5-plan-2,TEST,EXECUTABLE,generated_tests/experiment4/iteration1/C2/conditional-h03-768b90f0a5-plan-2.py,86dbea3acaa864864f5c39b05bcd38276efffe06f058da87d27fc19e7e4b915b,True,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,SUPPORTED_ORACLE,1,0,MECHANICAL_FAILURE,PASS,MECHANICAL_FAILURE,,AssertionError,,MECHANICAL_FAILURE,False,MECHANICAL_FAILURE,NOT_ACTIVATED,,,0,1,16086,784,4.346,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h03-768b90f0a5_plan-2_buggy.log,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h03-768b90f0a5_plan-2_fixed.log,
1,conditional,C2,TEST,conditional-h03-768b90f0a5,plan-3,PLAN,conditional-h03-768b90f0a5-plan-3,TEST,EXECUTABLE,generated_tests/experiment4/iteration1/C2/conditional-h03-768b90f0a5-plan-3.py,c26d7a2141cbaa39337754551a6355bdc9b73b641f41de9da4ca1c5fb6bd2e77,True,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,SUPPORTED_ORACLE,0,0,PASS,PASS,,,,,P2P,False,TRIGGER_TOO_WEAK,NOT_ACTIVATED,,,0,1,16076,748,3.312,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h03-768b90f0a5_plan-3_buggy.log,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h03-768b90f0a5_plan-3_fixed.log,
1,conditional,C2,PLANNER,conditional-h03-768b90f0a5,planner,PLAN,,INVALID,NOT_EXECUTED,,,,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_INVALID,,MALFORMED_SCHEMA,,0,INVALID,0,1,16600,2200,7.911,,,malformed JSON: Unterminated string starting at at line 156 column 22
1,conditional,C2,PLANNER,conditional-h03-768b90f0a5,planner,PLAN,,VALID,NOT_EXECUTED,,,,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_VALID,,VALID_PLAN,,1,VALID,1,1,16657,2001,7.898,,,
1,conditional,C2,TEST,conditional-h04-a9ae48b9d8,plan-1,PLAN,conditional-h04-a9ae48b9d8-plan-1,TEST,EXECUTABLE,generated_tests/experiment4/iteration1/C2/conditional-h04-a9ae48b9d8-plan-1.py,8404073fb136ec0722b97293b933ba8fe431eccdfa1d6f3f10a75bffb166911d,True,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,SUPPORTED_ORACLE,0,0,PASS,PASS,,,,,P2P,False,TRIGGER_TOO_WEAK,NOT_ACTIVATED,,,0,1,16085,637,2.757,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h04-a9ae48b9d8_plan-1_buggy.log,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h04-a9ae48b9d8_plan-1_fixed.log,
1,conditional,C2,TEST,conditional-h04-a9ae48b9d8,plan-2,PLAN,conditional-h04-a9ae48b9d8-plan-2,TEST,EXECUTABLE,generated_tests/experiment4/iteration1/C2/conditional-h04-a9ae48b9d8-plan-2.py,4101c7fa9989d9ab2696b9d121697f43890a4d6db0698bc3aa7c41f1cb1dcbbf,True,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,SUPPORTED_ORACLE,1,1,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,AssertionError,AssertionError,MECHANICAL_FAILURE,False,MECHANICAL_FAILURE,NOT_ACTIVATED,,,0,1,16029,564,3.792,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h04-a9ae48b9d8_plan-2_buggy.log,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h04-a9ae48b9d8_plan-2_fixed.log,
1,conditional,C2,TEST,conditional-h04-a9ae48b9d8,plan-3,PLAN,conditional-h04-a9ae48b9d8-plan-3,TEST,EXECUTABLE,generated_tests/experiment4/iteration1/C2/conditional-h04-a9ae48b9d8-plan-3.py,f2235bbb194d7686d06800d4541d3376600a3d63289704def8fea3f1137d2962,True,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,SUPPORTED_ORACLE,1,0,FAIL,PASS,ASSERTION_FAILURE,,AssertionError,,ASSERTION_F2P,True,VALID_ASSERTION_F2P,ACTIVATED,,,0,1,16038,734,4.124,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h04-a9ae48b9d8_plan-3_buggy.log,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h04-a9ae48b9d8_plan-3_fixed.log,
1,conditional,C2,PLANNER,conditional-h04-a9ae48b9d8,planner,PLAN,,VALID,NOT_EXECUTED,,,,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_VALID,,VALID_PLAN,,0,VALID,0,1,16564,1683,7.058,,,
1,conditional,C2,TEST,conditional-h05-080bc02016,plan-1,PLAN,conditional-h05-080bc02016-plan-1,TEST,EXECUTABLE,generated_tests/experiment4/iteration1/C2/conditional-h05-080bc02016-plan-1.py,1d53030d931e88e88093a863e16245a819e9a325852b1a4985a351100066b9b9,True,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,SUPPORTED_ORACLE,1,1,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,AssertionError,AssertionError,MECHANICAL_FAILURE,False,MECHANICAL_FAILURE,NOT_ACTIVATED,,,0,1,16090,684,3.033,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h05-080bc02016_plan-1_buggy.log,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h05-080bc02016_plan-1_fixed.log,
1,conditional,C2,TEST,conditional-h05-080bc02016,plan-2,PLAN,conditional-h05-080bc02016-plan-2,TEST,EXECUTABLE,generated_tests/experiment4/iteration1/C2/conditional-h05-080bc02016-plan-2.py,6ca6486fd133c22ae813c99073fbc1d1e8959eb9853a0b3df9e04de2ff127c63,True,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,SUPPORTED_ORACLE,1,1,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,AssertionError,AssertionError,MECHANICAL_FAILURE,False,MECHANICAL_FAILURE,NOT_ACTIVATED,,,0,1,16007,705,4.917,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h05-080bc02016_plan-2_buggy.log,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h05-080bc02016_plan-2_fixed.log,
1,conditional,C2,TEST,conditional-h05-080bc02016,plan-3,PLAN,conditional-h05-080bc02016-plan-3,TEST,EXECUTABLE,generated_tests/experiment4/iteration1/C2/conditional-h05-080bc02016-plan-3.py,284ad7f8a50dbfae895e736d5b43cb72d0098be44b3b3aa182b45b21f782de9e,True,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,SUPPORTED_ORACLE,1,1,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,AssertionError,AssertionError,MECHANICAL_FAILURE,False,MECHANICAL_FAILURE,NOT_ACTIVATED,,,0,1,16050,690,2.811,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h05-080bc02016_plan-3_buggy.log,artifacts/execution_logs/experiment4/iteration1/iteration1_C2_conditional-h05-080bc02016_plan-3_fixed.log,
1,conditional,C2,PLANNER,conditional-h05-080bc02016,planner,PLAN,,VALID,NOT_EXECUTED,,,,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_VALID,,VALID_PLAN,,0,VALID,0,1,16542,1741,8.209,,,
