iteration,mode,arm,stage,hypothesis_id,trigger_id,trigger_type,test_id,status,test_status,test_path,test_sha256,same_test,hypothesis_sha256,mechanism_match,oracle_status,buggy_exit,fixed_exit,buggy_state,fixed_state,buggy_failure_type,fixed_failure_type,buggy_exception,fixed_exception,classification,verified_f2p,failure_category,activation,planner_attempt_index,planner_attempt_status,repair_attempts,llm_calls,prompt_tokens,completion_tokens,wall_clock_seconds,buggy_log,fixed_log,error
3,conditional,C2,PLANNER,conditional-h03-768b90f0a5,planner,PLAN,,INVALID,NOT_EXECUTED,,,,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_INVALID,,MALFORMED_SCHEMA,,0,INVALID,0,1,16622,2200,8.519,,,malformed JSON: Unterminated string starting at at line 141 column 30
3,conditional,C2,PLANNER,conditional-h03-768b90f0a5,planner,PLAN,,VALID,NOT_EXECUTED,,,,768b90f0a584e3ab99782b4766e6a8e28474486ecb76eeab883184fac7f32c1c,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_VALID,,VALID_PLAN,,1,VALID,1,1,16679,1993,9.341,,,
3,conditional,C2,TEST,conditional-h04-a9ae48b9d8,plan-1,PLAN,conditional-h04-a9ae48b9d8-plan-1,TEST,EXECUTABLE,generated_tests/experiment4/iteration3/C2/conditional-h04-a9ae48b9d8-plan-1.py,7b6603a0d1ec7c450ffdd0f9e1795b6878361a5ac5fb1b17b8f35bde22af157e,True,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,SUPPORTED_ORACLE,1,0,FAIL,PASS,ASSERTION_FAILURE,,AssertionError,,ASSERTION_F2P,True,VALID_ASSERTION_F2P,ACTIVATED,,,0,1,15912,613,2.95,artifacts/execution_logs/experiment4/iteration3/iteration3_C2_conditional-h04-a9ae48b9d8_plan-1_buggy.log,artifacts/execution_logs/experiment4/iteration3/iteration3_C2_conditional-h04-a9ae48b9d8_plan-1_fixed.log,
3,conditional,C2,TEST,conditional-h04-a9ae48b9d8,plan-2,PLAN,conditional-h04-a9ae48b9d8-plan-2,TEST,EXECUTABLE,generated_tests/experiment4/iteration3/C2/conditional-h04-a9ae48b9d8-plan-2.py,c0051e5af8897385e9b7467acffd55d56e99d217faab22a6f8883c17923e1708,True,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,SUPPORTED_ORACLE,1,0,MECHANICAL_FAILURE,PASS,MECHANICAL_FAILURE,,AssertionError,,MECHANICAL_FAILURE,False,MECHANICAL_FAILURE,NOT_ACTIVATED,,,0,1,15941,571,3.879,artifacts/execution_logs/experiment4/iteration3/iteration3_C2_conditional-h04-a9ae48b9d8_plan-2_buggy.log,artifacts/execution_logs/experiment4/iteration3/iteration3_C2_conditional-h04-a9ae48b9d8_plan-2_fixed.log,
3,conditional,C2,TEST,conditional-h04-a9ae48b9d8,plan-3,PLAN,,MODEL_ERROR,MODEL_OUTPUT_FAILURE,,,,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,UNSUPPORTED_ORACLE,,,,,,,,,MODEL_ERROR,,MODEL_OUTPUT_FAILURE,,,,0,1,0,0,2.545,,,Extra data: line 1 column 1526 (char 1525)
3,conditional,C2,PLANNER,conditional-h04-a9ae48b9d8,planner,PLAN,,VALID,NOT_EXECUTED,,,,a9ae48b9d893c88b17406f0c9ec663488f2c39df8465b94da1c40f0ad327fa14,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_VALID,,VALID_PLAN,,0,VALID,0,1,16586,1982,7.568,,,
3,conditional,C2,TEST,conditional-h05-080bc02016,plan-1,PLAN,conditional-h05-080bc02016-plan-1,TEST,EXECUTABLE,generated_tests/experiment4/iteration3/C2/conditional-h05-080bc02016-plan-1.py,e65677f4aa7062d863ee8d1cb0714eb8678f17692e20cab6bce8be6c67973a7d,True,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,SUPPORTED_ORACLE,1,1,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,AssertionError,AssertionError,MECHANICAL_FAILURE,False,MECHANICAL_FAILURE,NOT_ACTIVATED,,,0,1,15943,752,3.643,artifacts/execution_logs/experiment4/iteration3/iteration3_C2_conditional-h05-080bc02016_plan-1_buggy.log,artifacts/execution_logs/experiment4/iteration3/iteration3_C2_conditional-h05-080bc02016_plan-1_fixed.log,
3,conditional,C2,TEST,conditional-h05-080bc02016,plan-2,PLAN,conditional-h05-080bc02016-plan-2,TEST,EXECUTABLE,generated_tests/experiment4/iteration3/C2/conditional-h05-080bc02016-plan-2.py,b0d6dae76d82a48603351c73841f2f1d515b6caef328de793e4ea534ca7791f4,True,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,SUPPORTED_ORACLE,1,0,FAIL,PASS,ASSERTION_FAILURE,,AssertionError,,ASSERTION_F2P,True,VALID_ASSERTION_F2P,ACTIVATED,,,0,1,15959,525,3.045,artifacts/execution_logs/experiment4/iteration3/iteration3_C2_conditional-h05-080bc02016_plan-2_buggy.log,artifacts/execution_logs/experiment4/iteration3/iteration3_C2_conditional-h05-080bc02016_plan-2_fixed.log,
3,conditional,C2,TEST,conditional-h05-080bc02016,plan-3,PLAN,conditional-h05-080bc02016-plan-3,TEST,EXECUTABLE,generated_tests/experiment4/iteration3/C2/conditional-h05-080bc02016-plan-3.py,4d68ce1157c7df0ead3bf9aff50fc2b3c58d3f338c21445c553b3dee31686cb4,True,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,SUPPORTED_ORACLE,0,0,PASS,PASS,,,,,P2P,False,TRIGGER_TOO_WEAK,NOT_ACTIVATED,,,0,1,15956,390,2.434,artifacts/execution_logs/experiment4/iteration3/iteration3_C2_conditional-h05-080bc02016_plan-3_buggy.log,artifacts/execution_logs/experiment4/iteration3/iteration3_C2_conditional-h05-080bc02016_plan-3_fixed.log,
3,conditional,C2,PLANNER,conditional-h05-080bc02016,planner,PLAN,,VALID,NOT_EXECUTED,,,,080bc02016cd546877b681eb6e3976c601936656104c3a4d7860f5d665e770c1,yes,UNSUPPORTED_ORACLE,,,,,,,,,PLAN_VALID,,VALID_PLAN,,0,VALID,0,1,16564,2118,7.494,,,
